stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
9_01,,栄町一丁目,,40.824509,140.764496,9_01,,0,,
9_02,,栄町一丁目,,40.824854,140.765597,9_02,,0,,
8_01,,堤橋,,40.82404,140.760452,8_01,,0,,
8_02,,堤橋,,40.824326,140.760856,8_02,,0,,
7_01,,文化会館前,,40.823635,140.755404,7_01,,0,,
7_02,,文化会館前,,40.823917,140.755509,7_02,,0,,
6_01,,NTT青森支店前,,40.823318,140.751155,6_01,,0,,
6_02,,NTT青森支店前,,40.823576,140.751426,6_02,,0,,
5_01,,市役所前,,40.823004,140.746975,5_01,,0,,
5_02,,市役所前,,40.823217,140.74685,5_02,,0,,
4_01,,県庁前,,40.823389,140.741593,4_01,,0,,
4_02,,県庁前,,40.82387,140.74,4_02,,0,,
17_01,,新町一丁目,,40.826184,140.738013,17_01,,0,,
17_03,,新町一丁目,,40.82667,140.738979,17_03,,0,,
17_04,,新町一丁目,,40.827143,140.73787,17_04,,0,,
66_01,,アウガ前,,40.827685,140.736047,66_01,,0,,
1_01,（降車停留所）,青森駅,,40.8280809999999,140.734870428571,1_01,,0,,
1_02,②のりば,青森駅,,40.8281309999999,140.734587285714,1_02,,0,,
1_06,⑥のりば,青森駅,,40.82825,140.73485,1_06,,0,,
768_02,,平新田森越,,40.830648,140.814034,768_02,,0,,
767_02,,平新田児童館前,,40.831973,140.812797,767_02,,0,,
144_02,,原別小学校前,,40.833659,140.809919,144_02,,0,,
143_02,,東高校前,,40.836595,140.805346,143_02,,0,,
37_02,,東高校通り,,40.837974,140.803669,37_02,,0,,
49_01,,矢作,,40.83741,140.80066,49_01,,0,,
48_01,,八重田,,40.835517,140.79664,48_01,,0,,
833_03,,自治研修所前,,40.831489,140.791047,833_03,,0,,
833_04,,自治研修所前,,40.831897,140.790792,833_04,,0,,
47_01,,県立中央病院前,,40.829474,140.792247,47_01,,0,,
47_03,,県立中央病院前,,40.829421,140.793408,47_03,,0,,
47_04,,県立中央病院前,,40.829429,140.793124,47_04,,0,,
2_02,,古川一丁目,,40.826467,140.736044,2_02,,0,,
14_01,,造道,,40.830226,140.785942,14_01,,0,,
14_02,,造道,,40.82981,140.784944,14_02,,0,,
14_03,,造道,,40.828487,140.784949,14_03,,0,,
832_01,,工業高校前,,40.842558,140.820462,832_01,,0,,
832_02,,工業高校前,,40.84338,140.819789,832_02,,0,,
134_01,,野内駅,,40.845938,140.817603571428,134_01,,0,,
134_02,,野内駅,,40.845974,140.817564571429,134_02,,0,,
726_01,,東部営業所,,40.845486,140.818679,726_01,,0,,
779_01,,浪岡駅前,,40.710365,140.581349285714,779_01,,0,,
779_02,,浪岡駅前,,40.7103822920067,140.581365823746,779_02,,0,,
778_01,,下町,,40.711159,140.5863,778_01,,0,,
778_02,,下町,,40.711267,140.586697,778_02,,0,,
788_01,,信用金庫前,,40.71133,140.591485,788_01,,0,,
788_02,,信用金庫前,,40.711421,140.591375,788_02,,0,,
787_01,,浪岡事務所通り,,40.711124,140.594023857143,787_01,,0,,
787_02,,浪岡事務所通り,,40.71119,140.594083428571,787_02,,0,,
786_01,,中世の館前,,40.713119,140.597161,786_01,,0,,
786_02,,中世の館前,,40.71384,140.597707,786_02,,0,,
785_01,,浪岡城跡前,,40.719159,140.606168,785_01,,0,,
785_02,,浪岡城跡前,,40.719209,140.605719,785_02,,0,,
784_01,,五本松,,40.720822,140.610624,784_01,,0,,
784_02,,五本松,,40.720981,140.610951,784_02,,0,,
783_01,,羽黒平,,40.722692,140.61470242857,783_01,,0,,
783_02,,羽黒平,,40.723238,140.615345,783_02,,0,,
782_01,,美人川公園前,,40.726279,140.621263,782_01,,0,,
782_02,,美人川公園前,,40.726489,140.621606,782_02,,0,,
781_01,,松山,,40.727397,140.626129,781_01,,0,,
781_02,,松山,,40.72755,140.626594,781_02,,0,,
780_01,,王余魚沢入口,,40.726207,140.653538571429,780_01,,0,,
780_02,,王余魚沢入口,,40.726218,140.653625,780_02,,0,,
631_01,,青森空港,,40.7381720000001,140.688476285714,631_01,,0,,
631_02,,青森空港,,40.7381499638006,140.688434477326,631_02,,0,,
811_01,,青い森病院前,,40.7462120000001,140.703707142857,811_01,,0,,
811_02,,青い森病院前,,40.7462109129809,140.703762484719,811_02,,0,,
812_01,,太陽台団地前,,40.7555873333333,140.715215238095,812_01,,0,,
812_02,,太陽台団地前,,40.7568076666667,140.711711095239,812_02,,0,,
318_01,,追分,,40.758181,140.718546857143,318_01,,0,,
318_02,,追分,,40.7581170000001,140.718473714285,318_02,,0,,
318_03,,追分,,40.7591101290379,140.718126180595,318_03,,0,,
318_04,,追分,,40.75911,140.717903285714,318_04,,0,,
317_01,,高田中学校通り,,40.762342,140.720477428572,317_01,,0,,
317_02,,高田中学校通り,,40.7623991978972,140.720361392915,317_02,,0,,
310_01,,高田駐在所前,,40.764246,140.723151,310_01,,0,,
310_02,,高田駐在所前,,40.764577,140.723317142857,310_02,,0,,
310_03,,高田駐在所前,,40.76367,140.721962142857,310_03,,0,,
310_04,,高田駐在所前,,40.76365,140.7219,310_04,,0,,
309_01,,高田小学校前,,40.768905,140.724259857143,309_01,,0,,
309_02,,高田小学校前,,40.768731,140.724234428571,309_02,,0,,
306_01,,高田日野,,40.772259,140.722805142857,306_01,,0,,
306_02,,高田日野,,40.772189,140.722630571429,306_02,,0,,
306_03,,高田日野,,40.77092,140.72141842857,306_03,,0,,
306_04,,高田日野,,40.770975,140.721400576118,306_04,,0,,
305_01,,稲荷神社前,,40.777851,140.726052428572,305_01,,0,,
305_02,,稲荷神社前,,40.777928,140.725938,305_02,,0,,
301_01,,荒川品川通り,,40.780308,140.728376428572,301_01,,0,,
301_02,,荒川品川通り,,40.780275,140.728192,301_02,,0,,
300_01,,荒川松尾通り,,40.782719,140.731337571428,300_01,,0,,
300_02,,荒川松尾通り,,40.78319,140.731654285714,300_02,,0,,
636_01,,荒川筒井通り,,40.784342,140.733826857143,636_01,,0,,
636_02,,荒川筒井通り,,40.78447,140.733719571428,636_02,,0,,
671_01,,青森朝日放送前,,40.7868683333333,140.739291428572,671_01,,0,,
671_02,,青森朝日放送前,,40.7866833333335,140.739405952381,671_02,,0,,
671_03,,青森朝日放送前,,40.785812,140.737267285714,671_03,,0,,
671_04,,青森朝日放送前,,40.78595,140.737225714286,671_04,,0,,
285_01,,荒川柴田,,40.789865,140.739011,285_01,,0,,
285_02,,荒川柴田,,40.789737,140.738767,285_02,,0,,
284_01,,青森刑務所前,,40.793876,140.739514,284_01,,0,,
284_02,,青森刑務所前,,40.79386,140.739289,284_02,,0,,
652_01,,社会教育センター前,,40.79571,140.739761,652_01,,0,,
652_02,,社会教育センター前,,40.795562,140.739477,652_02,,0,,
277_01,,農協会館前,,40.799302,140.740223,277_01,,0,,
277_02,,農協会館前,,40.799223,140.739925,277_02,,0,,
757_01,,大野若宮,,40.801101,140.74044,757_01,,0,,
757_02,,大野若宮,,40.801936,140.740232,757_02,,0,,
275_01,,大野十文字,,40.807418,140.741177,275_01,,0,,
275_02,,大野十文字,,40.806539,140.740839,275_02,,0,,
274_01,,南片岡,,40.808884,140.738581,274_01,,0,,
274_02,,南片岡,,40.808919,140.738077,274_02,,0,,
273_01,,甲田中学校通り,,40.810645,140.737009,273_01,,0,,
273_02,,甲田中学校通り,,40.811296,140.736647,273_02,,0,,
272_01,,甲田町,,40.813984,140.735944,272_01,,0,,
272_02,,甲田町,,40.814061,140.735821,272_02,,0,,
271_01,,常盤町,,40.815956,140.735223,271_01,,0,,
271_02,,常盤町,,40.815919,140.735133,271_02,,0,,
270_01,,南旭町,,40.816995,140.734654,270_01,,0,,
270_02,,南旭町,,40.817862,140.734295,270_02,,0,,
789_01,,八甲通り,,40.825835,140.739849,789_01,,0,,
316_01,,大柳辺入口,,40.725728,140.742059857143,316_01,,0,,
316_02,,大柳辺入口,,40.7256846846805,140.7420320485,316_02,,0,,
315_01,,稲荷沢,,40.73173,140.737723714286,315_01,,0,,
315_02,,稲荷沢,,40.7316886989108,140.737638823599,315_02,,0,,
810_01,,野沢横手,,40.739362,140.731081285715,810_01,,0,,
810_02,,野沢横手,,40.739313318507,140.730962649606,810_02,,0,,
314_01,,上野沢,,40.74381,140.726962714286,314_01,,0,,
314_02,,上野沢,,40.7437883249946,140.726884292434,314_02,,0,,
313_01,,野沢,,40.746279,140.725303714285,313_01,,0,,
313_02,,野沢,,40.7462378364574,140.725151002736,313_02,,0,,
312_01,,下野沢,,40.749193,140.725124714286,312_01,,0,,
312_02,,下野沢,,40.7491461077862,140.725064005383,312_02,,0,,
688_01,,下沢部,,40.753073,140.724240142857,688_01,,0,,
688_02,,下沢部,,40.7530692531193,140.724133861858,688_02,,0,,
638_01,,野沢沢部,,40.756188,140.723473285714,638_01,,0,,
638_02,,野沢沢部,,40.7561219641962,140.723309140951,638_02,,0,,
323_01,,入内,,40.7238061442377,140.718412360491,323_01,,0,,
323_02,,入内,,40.723805,140.718466714285,323_02,,0,,
322_01,,小金山神社前,,40.729833,140.715689142857,322_01,,0,,
322_02,,小金山神社前,,40.7297566105306,140.715584378988,322_02,,0,,
321_01,,桜刈,,40.7426990000001,140.717902714286,321_01,,0,,
321_02,,桜刈,,40.7426712410787,140.718011894881,321_02,,0,,
320_01,,小館,,40.746273,140.719384571429,320_01,,0,,
320_02,,小館,,40.7462585029193,140.719291775179,320_02,,0,,
319_01,,下小館,,40.750949,140.719245714286,319_01,,0,,
319_02,,下小館,,40.7509173038256,140.719121046344,319_02,,0,,
311_01,,高田中学校前,,40.762584,140.722135000001,311_01,,0,,
311_02,,高田中学校前,,40.7625548600713,140.722018299009,311_02,,0,,
308_01,,高田教育福祉センター前,,40.766877,140.721675,308_01,,0,,
308_02,,高田教育福祉センター前,,40.7669309916274,140.721566288425,308_02,,0,,
307_01,,高田保育園前,,40.769137,140.721,307_01,,0,,
307_02,,高田保育園前,,40.7691,140.72094,307_02,,0,,
304_01,,荒川品川,,40.779472,140.728786285714,304_01,,0,,
304_02,,荒川品川,,40.7795381030609,140.728747494828,304_02,,0,,
303_01,,荒川松尾,,40.781423,140.731614857143,303_01,,0,,
303_02,,荒川松尾,,40.7814897610699,140.731557050405,303_02,,0,,
302_01,,荒川筒井,,40.783101,140.734438428571,302_01,,0,,
302_02,,荒川筒井,,40.7831945201258,140.73446922966,302_02,,0,,
287_03,,荒川十文字,,40.783116,140.737204,287_03,,0,,
287_04,,荒川十文字,,40.783189,140.737246,287_04,,0,,
286_01,,荒川市民センター前,,40.78544,140.738453,286_01,,0,,
286_02,,荒川市民センター前,,40.785893,140.738303,286_02,,0,,
269_01,,上八ッ役,,40.783765,140.74224,269_01,,0,,
269_02,,上八ッ役,,40.7838286892532,140.74210843276,269_02,,0,,
268_01,,中八ッ役,,40.784781,140.745942,268_01,,0,,
268_02,,中八ッ役,,40.7848437199231,140.745852485699,268_02,,0,,
267_01,,八ッ役,,40.787251,140.74691,267_01,,0,,
267_02,,八ッ役,,40.7870686666667,140.747061380952,267_02,,0,,
276_01,,中央高校前,,40.800537,140.742257,276_01,,0,,
734_01,,イトーヨーカドー青森店前,,40.800137,140.749119,734_01,,0,,
691_01,,中央大橋通り,,40.809446,140.741541,691_01,,0,,
691_02,,中央大橋通り,,40.809035,140.741206,691_02,,0,,
31_01,,中央大橋,,40.820052,140.744539,31_01,,0,,
31_02,,中央大橋,,40.820158,140.744051,31_02,,0,,
624_01,,柳町通り,,40.822326,140.745308,624_01,,0,,
624_02,,柳町通り,,40.822314,140.744796,624_02,,0,,
15_01,,沢田橋,,40.832067,140.789823,15_01,,0,,
15_02,,沢田橋,,40.832142,140.789646,15_02,,0,,
43_01,,スポーツ会館前,,40.828766,140.774243,43_01,,0,,
43_02,,スポーツ会館前,,40.828779,140.774457,43_02,,0,,
41_01,,合浦小学校前,,40.828634,140.767844,41_01,,0,,
41_02,,合浦小学校前,,40.828834,140.769088,41_02,,0,,
40_01,,港町一丁目,,40.828219,140.765151714286,40_01,,0,,
40_02,,港町一丁目,,40.828518,140.766014857143,40_02,,0,,
38_01,,茶屋町,,40.827438,140.761733285714,38_01,,0,,
38_02,,茶屋町,,40.827566,140.762688857143,38_02,,0,,
23_01,,青柳橋,,40.827103,140.758954571429,23_01,,0,,
23_02,,青柳橋,,40.827207,140.758777,23_02,,0,,
22_01,,モルトン迎賓館前,,40.827048,140.754893142857,22_01,,0,,
22_02,,モルトン迎賓館前,,40.827162,140.754961714286,22_02,,0,,
21_01,,本町五丁目,,40.826982,140.750644,21_01,,0,,
21_02,,本町五丁目,,40.827071,140.749985,21_02,,0,,
20_01,,本町二丁目,,40.826916,140.746063,20_01,,0,,
20_02,,本町二丁目,,40.827027,140.746457285714,20_02,,0,,
19_01,,新町二丁目,,40.825608,140.744699,19_01,,0,,
19_02,,新町二丁目,,40.825754,140.744729,19_02,,0,,
18_01,,県庁通り,,40.826345,140.740559,18_01,,0,,
18_02,,県庁通り,,40.826185,140.742241,18_02,,0,,
791_01,,道の駅なみおか,,40.718167,140.580354714286,791_01,,0,,
791_02,,道の駅なみおか,,40.7182017361274,140.580360578368,791_02,,0,,
792_01,,青森病院,,40.710447,140.571145142857,792_01,,0,,
792_02,,青森病院,,40.7104564194436,140.571202700653,792_02,,0,,
777_01,,浪岡,,40.7122110000001,140.590269428568,777_01,,0,,
777_02,,浪岡,,40.7124420000001,140.590182714286,777_02,,0,,
776_01,,南警察署前,,40.717179,140.590187142858,776_01,,0,,
776_02,,南警察署前,,40.7180520000001,140.589458428572,776_02,,0,,
775_01,,浪岡北口,,40.720146,140.588909142857,775_01,,0,,
775_02,,浪岡北口,,40.720284,140.588751,775_02,,0,,
774_01,,杉沢,,40.725205,140.588835714285,774_01,,0,,
774_02,,杉沢,,40.725408,140.588660142857,774_02,,0,,
773_01,,高屋敷,,40.73185,140.587901428571,773_01,,0,,
773_02,,高屋敷,,40.73209,140.587777285714,773_02,,0,,
772_01,,高屋敷北口,,40.740445,140.587257714286,772_01,,0,,
772_02,,高屋敷北口,,40.738875,140.587181285714,772_02,,0,,
771_01,,徳才子,,40.750466,140.588873285714,771_01,,0,,
771_02,,徳才子,,40.750926,140.588875,771_02,,0,,
770_01,,大釈迦,,40.756706,140.590955285714,770_01,,0,,
770_02,,大釈迦,,40.7568999999999,140.590869714286,770_02,,0,,
769_01,,大釈迦北口,,40.766225,140.594020333333,769_01,,0,,
769_02,,大釈迦北口,,40.7665283333333,140.594134714286,769_02,,0,,
830_01,,新青森駅南口,,40.826777,140.693722,830_01,,0,,
830_02,,新青森駅南口,,40.82692,140.693721,830_02,,0,,
855_01,,八重田浄化センター前,,40.833341,140.792285,855_01,,0,,
660_01,,駅西口,,40.82885,140.7323,660_01,,0,,
660_03,,駅西口,,40.82871,140.7325,660_03,,0,,
660_04,,駅西口,,40.8286,140.7325,660_04,,0,,
